5.96243328e+01 -1.79302378e+01
3.21753160e+01 1.26096142e+00
3.40980714e+01 -6.10964701e+01
1.26531883e+01 -2.23473869e+01
-3.24996138e+01 -6.20120397e+01
-1.60062639e+01 -1.13998522e-03
-5.49876358e+01 -5.46260914e+01
3.19883173e+01 -3.41450611e+01
-4.85572224e+01 -6.14469679e+01
7.93961758e+00 -5.49193410e+01
4.46439335e+01 -1.85546811e+01
2.65197776e+01 -4.76085028e+01
-2.29502366e+01 -5.05392962e+01
4.45139909e+01 -5.37861406e+01
1.89378288e+01 -5.24487454e+01
-3.75714952e+01 -1.95867653e-01
5.79306331e+01 -2.52578790e+01
3.90749187e+01 -3.94885342e+01
4.14687140e+00 -3.55102931e+01
8.00861151e+00 -2.87403407e+01
8.81428804e+01 -3.11804415e+01
2.08537513e+01 -2.35218144e+01
3.05943639e+01 -1.36823793e+01
8.02429898e+01 -2.88761931e+01
4.29150823e+01 -2.52137584e+01
7.42501098e+01 -4.13372872e+01
1.88950937e+01 -4.31408093e+01
7.40665077e+01 -3.35518589e+01
-2.70957337e+01 -5.58537010e+01
-4.81781521e+01 -5.00334533e+01
5.64422819e+01 -3.23283725e+01
4.59547386e+01 -1.21561488e+01
3.65758049e+01 -4.68490965e+01
5.95425596e+01 -3.82624234e+01
5.46750953e+01 -4.30665679e+01
4.11758038e+01 -3.20056789e+01
4.87026767e+01 -3.72322033e+01
-4.29605794e-01 -4.84875381e+01
8.60404239e+01 -2.34131811e+01
1.90204486e+01 -4.00804402e+00
3.43120627e+01 -6.02796434e+00
7.25438566e+01 -4.84892587e+01
-5.95521034e+00 3.37166385e-02
7.16345942e+01 -2.68191996e+01
6.42381174e+01 -2.95006531e+01
8.21005345e+01 -3.73954998e+01
6.73245164e+01 -3.65929216e+01
1.03529877e+01 -3.57925163e+00
8.24325414e+01 -4.53952450e+01
8.06919616e+01 -5.35376151e+01
-3.60194275e+01 -4.96384253e+01
5.62253675e+01 -5.57462927e+01
3.22834800e+01 -5.40040927e+01
-1.18318091e+00 -4.18557121e+01
4.15119883e+01 -5.66270716e+00
1.82051774e+01 -1.71284241e+01
-1.49464498e+01 -5.50217437e+01
2.18725915e+01 -3.58766807e+01
7.93414078e+01 -2.12197932e+01
9.19158810e+01 -4.74618310e+01
4.65921000e+01 -4.60708617e+01
1.70570823e+01 -6.12210599e+01
2.42724312e+01 1.49369869e+00
5.15762310e+01 -2.16615972e+01
7.24649803e+01 -2.05669398e+01
2.51514958e+00 -3.13261191e+00
5.31681036e+01 -1.42708646e+01
2.58491743e+01 -2.90243027e+01
-2.19830768e+01 -4.27091017e+01
-1.17718253e+01 -4.30685018e+01
3.62264846e+01 -1.98192647e+01
9.12110236e+01 -5.53869591e+01
1.03196464e+01 -4.67217932e+01
6.85473210e+01 -5.44535323e+01
-1.13617439e+01 -4.89190272e+01
2.89075718e+01 -4.08996331e+01
5.38279315e+00 2.13656558e+00
4.94962975e+01 -2.92168861e+01
-3.19881984e+01 -4.28778036e+01
3.40744029e+01 -2.67746962e+01
1.50124363e+01 1.98149967e+00
6.52916908e+01 -2.16224037e+01
3.82727035e+01 -1.30548530e+01
9.02753085e+01 -3.96802871e+01
-5.81249740e-01 -6.15777614e+01
1.21799417e+01 -3.75369170e+01
-4.98455065e+01 -4.32122624e+01
2.41271026e+01 -1.41312295e+01
-2.65563301e+01 5.44569632e-03
1.66582469e+01 -3.01640438e+01
-3.95905219e+01 -5.60344536e+01
6.51434921e+01 -4.43634889e+01
-4.16055486e+00 -5.47138821e+01
2.69295757e+01 -6.17627874e+00
2.81186144e+01 -2.12044063e+01
4.04341873e+01 1.46308092e+00
5.10277025e+01 -6.20770992e+01
-1.59465300e+01 -6.15395544e+01
-4.10081197e+01 -4.37242148e+01
5.80256151e+01 -4.94745633e+01
